,Title,Artist,Album,Popularity,Play Count,Track URL,Acousticness,Danceability,Loudness,Valence,Energy,Liveness,Tempo,Explicit,Instrumentalness,Duration (ms),Genres,Sub_Genre,Main Genre,Release Year
618,Livin' Thing,Electric Light Orchestra,A New World Record,74,9,https://open.spotify.com/track/2hdNya0b6Cc2YJ8IyaQIWp,0.583,0.549,-7.097,0.368,0.651,0.121,122.818,False,0.0,212307,"album rock, art rock, beatlesque, classic rock, glam rock, mellow gold, rock, soft rock, symphonic rock",art rock,Rock,1976
619,50 Ways to Leave Your Lover,Paul Simon,Still Crazy After All These Years,74,12,https://open.spotify.com/track/6Qb7gtV6Q4MnUjSbkFcopl,0.166,0.815,-12.814,0.293,0.372,0.0767,101.684,False,0.000116,217347,"classic rock, folk, folk rock, mellow gold, permanent wave, rock, singer-songwriter, soft rock",folk,Folk,1976
620,Sunny,Boney M.,Take The Heat Off Me,75,10,https://open.spotify.com/track/3pf96IFggfQuT6Gafqx2rt,0.088,0.647,-6.427,0.804,0.868,0.129,121.82,False,0.124,242240,europop,europop,Pop,1976
621,Love Really Hurts Without You,Billy Ocean,Billy Ocean (Expanded Edition),74,16,https://open.spotify.com/track/4GhtDORJiSRYxj6M1bv0vX,0.00221,0.518,-3.732,0.961,0.907,0.0838,140.982,False,1.15e-05,179013,"disco, mellow gold, new romantic, new wave pop, soft rock, yacht rock",mellow gold,Pop,1976
622,Take The Money And Run,Steve Miller Band,Fly Like An Eagle,74,12,https://open.spotify.com/track/1ZhrREyOOeFV6TxDOyiPwu,0.0552,0.565,-12.923,0.836,0.645,0.151,99.3,False,2.84e-06,170173,"album rock, classic rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock",classic rock,Rock,1976
623,Young Hearts Run Free,Candi Staton,Young Hearts Run Free (US Internet Release),73,8,https://open.spotify.com/track/3MFa9idQuY4iJLWsZl3tIQ,0.13,0.653,-9.304,0.846,0.652,0.202,115.388,False,1.58e-05,248360,southern soul,southern soul,Soul,1976
624,Sara Smile,Daryl Hall & John Oates,Daryl Hall & John Oates (The Silver Album),73,12,https://open.spotify.com/track/1qjrYozGqc7upUgfN776lZ,0.357,0.592,-10.81,0.204,0.398,0.119,150.038,False,0.000925,185293,"album rock, classic rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock, yacht rock",classic rock,Rock,1976
625,I'd Really Love to See You Tonight,England Dan & John Ford Coley,Nights Are Forever,73,11,https://open.spotify.com/track/2r008pcfVYc0zgQvSRqUJE,0.184,0.62,-12.044,0.592,0.556,0.301,119.172,False,0.0,159107,"mellow gold, soft rock",soft rock,Pop,1976
626,Fernando,ABBA,Arrival,73,12,https://open.spotify.com/track/4BM8yJ0PzBi2ZewpMTOxtx,0.627,0.354,-8.876,0.434,0.535,0.0808,110.821,False,2.9e-06,252960,"europop, swedish pop",swedish pop,Pop,1976
627,Somebody To Love ,Queen,A Day At The Races (Deluxe Remastered Version),72,15,https://open.spotify.com/track/6cFZ4PLC19taNlpl9pbGMf,0.19,0.497,-7.024,0.358,0.693,0.215,111.539,False,0.0,296493,"classic rock, glam rock, rock",glam rock,Rock,1976
628,Let Your Love Flow,The Bellamy Brothers,Bellamy Brothers,72,10,https://open.spotify.com/track/064SVQsmWl5EF0zahmzkQk,0.0611,0.679,-14.687,0.946,0.553,0.139,109.071,False,7.16e-06,198760,"classic country pop, country, country rock",country,Country,1976
629,Cherry Bomb,The Runaways,The Runaways,72,10,https://open.spotify.com/track/7cdnq45E9aP2XDStHg5vd7,0.0455,0.501,-8.192,0.495,0.813,0.131,136.59,False,4.75e-05,138707,"early us punk, protopunk, riot grrrl",protopunk,Rock,1976
630,Wham Bam Shang,Silver,Silver,71,10,https://open.spotify.com/track/3qrEG6rQ9Qm72MNWeUKKiU,0.353,0.65,-4.932,0.943,0.759,0.155,121.454,False,0.0,212840,country rock,country rock,Rock,1976
631,Slow Ride ,Foghat,Slow Ride / Save Your Loving (For Me),71,2,https://open.spotify.com/track/4MYb7NWLwXNDB7bYs3HeX8,0.0202,0.493,-13.916,0.656,0.586,0.102,113.618,False,0.00106,232533,"album rock, blues rock, british blues, classic rock, country rock, glam metal, hard rock, heartland rock, mellow gold, rock, soft rock",blues rock,Rock,1976
632,Fly Like An Eagle,Steve Miller Band,Fly Like An Eagle,70,12,https://open.spotify.com/track/3e0FzZjTXOUtiJGSClOBrI,0.61,0.561,-12.769,0.642,0.754,0.328,100.08,False,0.0194,282693,"album rock, classic rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock",classic rock,Rock,1976
633,She's Gone,Daryl Hall & John Oates,Abandoned Luncheonette,70,9,https://open.spotify.com/track/5dFoWIiJ2814hRwMYDcFiU,0.313,0.523,-14.034,0.355,0.341,0.621,77.487,False,0.000114,313373,"album rock, classic rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock, yacht rock",classic rock,Rock,1976
634,The Rubberband Man,The Spinners,The Rubberband Man / Now That We're Together,70,2,https://open.spotify.com/track/13Mzsb8VzRSZ5w3pM48cn6,0.74,0.801,-14.605,0.925,0.446,0.0832,97.898,False,0.038,213000,"classic soul, disco, funk, motown, philly soul, quiet storm, soul",disco,Disco,1976
635,Say You Love Me,Fleetwood Mac,Fleetwood Mac,70,11,https://open.spotify.com/track/6lrQo6KAYvb92MGk6ZuZlt,0.0187,0.723,-13.436,0.962,0.596,0.16,128.068,False,0.00513,249947,"album rock, classic rock, rock, soft rock, yacht rock",classic rock,Rock,1976
636,I Wish,Stevie Wonder,Songs In The Key Of Life,70,21,https://open.spotify.com/track/687YZan9Gol1UVvbpUSO6Y,0.0816,0.821,-10.401,0.885,0.721,0.0664,105.866,False,7.37e-06,252373,"motown, soul",soul,Soul,1976
637,Show Me The Way,Peter Frampton,Frampton,69,10,https://open.spotify.com/track/6BD1X1PeV5UzYUdiVaD2yL,0.434,0.7,-7.717,0.641,0.726,0.0963,130.109,False,1.1e-06,243267,"album rock, british blues, classic rock, country rock, folk rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock",british blues,Rock,1976
638,Blinded By The Light,Manfred Mann's Earth Band,The Roaring Silence,69,9,https://open.spotify.com/track/7kNNylJ1kswWbHeRM6UDuE,0.291,0.456,-10.0,0.508,0.696,0.0853,142.156,False,0.000207,428133,"album rock, art rock, blues rock, british blues, classic rock, folk rock, hard rock, heartland rock, mellow gold, progressive rock, soft rock, symphonic rock",art rock,Rock,1976
639,You're My Best Friend ,Queen,A Night At The Opera (Deluxe Remastered Version),69,18,https://open.spotify.com/track/4OKf7CcYuw5H2HptkcKxcP,0.158,0.518,-7.025,0.576,0.761,0.0715,118.738,False,0.00765,170800,"classic rock, glam rock, rock",glam rock,Rock,1976
640,Take It to the Limit ,Eagles,One of These Nights (2013 Remaster),68,9,https://open.spotify.com/track/2cWHN0WK52RGAWHgaDamUA,0.0916,0.435,-8.795,0.451,0.423,0.132,91.137,False,0.000659,287091,"album rock, classic rock, heartland rock, mellow gold, rock, soft rock, yacht rock",classic rock,Rock,1976
641,Lowdown,Boz Scaggs,Silk Degrees,68,13,https://open.spotify.com/track/0nlZjTPzW6S9JIESuGfImT,0.0812,0.662,-5.544,0.929,0.788,0.0351,116.499,False,0.141,315640,"classic rock, mellow gold, singer-songwriter, soft rock, yacht rock",mellow gold,Pop,1976
642,Sorry Seems To Be The Hardest Word,Elton John,Blue Moves,68,18,https://open.spotify.com/track/6XfxmT5QNCXvpZA6PKfWVL,0.828,0.371,-12.797,0.112,0.22,0.195,118.464,False,1.23e-06,228933,"glam rock, mellow gold, piano rock, rock",mellow gold,Pop,1976
643,You'll Never Find Another Love Like Mine,Lou Rawls,All Things In Time,67,9,https://open.spotify.com/track/6OylYIXrIH2E3hgg7Dqz5M,0.148,0.691,-8.457,0.934,0.718,0.108,110.623,False,4.81e-05,266200,"classic soul, disco, motown, philly soul, quiet storm, soul, soul blues",disco,Disco,1976
644,Isn't She Lovely,Stevie Wonder,Songs In The Key Of Life,69,21,https://open.spotify.com/track/6RANU8AS5ICU5PEHh8BYtH,0.182,0.481,-6.974,0.819,0.826,0.324,118.679,False,0.00352,394267,"motown, soul",soul,Soul,1976
645,Golden Years ,David Bowie,Station to Station (2016 Remaster),67,6,https://open.spotify.com/track/4JRem7xHp2l0kmUvt9zCKu,0.316,0.68,-10.36,0.933,0.701,0.111,108.287,False,4.72e-06,243280,"art rock, classic rock, glam rock, permanent wave, rock",classic rock,Rock,1976
